name,NComp,Phase,dev_NdValence,maxdiff_AtomicWeight,maxdiff_Electronegativity,MixingEntropy,mean_NsValence,mean_CovalentRadius,frac_pValence,maxdiff_NUnfilled,mean_NValance,mean_MeltingT,mean_DeltaHf,min_NpUnfilled
Ir0.33Tc1.0,2,HCP,0.863844007,94.217,0.3,4.658007011,2,145.5112782,0,2,10.96992481,2506.669173,-1.492452937,0
Ir0.25Ru1.0,2,HCP,8.88E-16,91.147,0,4.160345749,1.2,145,0,1,11,2633.4,-0.64,0
Ir0.67Ru1.0,2,HCP,8.88E-16,91.147,0,5.599431335,1.401197605,143.994012,0,1,14.01796407,2659.958084,-0.960952347,0
Ir1.0Mo1.0,2,HCP,1,96.257,0.04,5.762825659,1.5,147.5,0,3,14.5,2817.5,-21,0
Ir1.0Tc1.0,2,HCP,1,94.217,0.3,5.762825659,2,144,0,2,15,2584.5,-2,0
Ir1.0W1.0,2,HCP,1.5,8.377,0.16,5.762825659,2,151.5,0,3,21.5,3217,-16,0
Ir1.0W0.67,2,HCP,1.470422654,8.377,0.16,5.599431335,2,149.4251497,0,3,21.79640719,3122.54491,-15.37523755,0
Ir1.0W0.43,2,HCP,1.375686404,8.377,0.16,5.083642309,2,147.3146853,0,3,22.0979021,3026.468531,-13.4578708,0
Li0.11Mg1.0,2,HCP,0,17.364,0.33,2.686244842,1.900900901,139.7117117,0,1,1.900900901,876.4918018,0,0
Mo0.08Re1.0,2,HCP,0,90.247,0.26,2.195328759,1.925925926,151.2222222,0,1,19.88888889,3417.296296,-1.920438957,0
Mo0.11Ru1.0,2,HCP,0.597590052,5.11,0.04,2.686244842,1,146.7927928,0,2,7.801801802,2635.63964,-4.999594189,0
Mo0.33Rh1.0,2,HCP,1.29576601,6.9455,0.12,4.658007011,1,144.9774436,0,3,8.255639098,2400.511278,-11.19339703,0
Mo0.33Ru1.0,2,HCP,0.863844007,5.11,0.04,4.658007011,1,147.9849624,0,2,7.503759398,2678.706767,-10.44717056,0
Mo0.25Os1.0,2,HCP,0.4,94.27,0.04,4.160345749,1.8,146,0,2,18.8,3224,-8.96,0
Mo0.25Rh1.0,2,HCP,1.2,6.9455,0.12,4.160345749,1,144.4,0,3,8.4,2368.8,-9.6,0
Mo0.25Ru1.0,2,HCP,0.8,5.11,0.04,4.160345749,1,147.6,0,2,7.6,2664.8,-8.96,0
Mo0.54Os1.0,2,HCP,0.477173327,94.27,0.04,5.386205662,1.649350649,147.5064935,0,2,16.38961039,3162.233766,-12.75088548,0
Mo0.54Ru1.0,2,HCP,0.954346653,5.11,0.04,5.386205662,1,148.8051948,0,2,7.298701299,2708.337662,-12.75088548,0
Mo0.43Os1.0,2,HCP,0.458562135,94.27,0.04,5.083642309,1.699300699,147.006993,0,2,17.18881119,3182.713287,-11.77563695,0
Mo0.43Rh1.0,2,HCP,1.375686404,6.9455,0.12,5.083642309,1,145.6083916,0,3,8.097902098,2435.160839,-12.61675388,0
Mo0.43Ru1.0,2,HCP,0.917124269,5.11,0.04,5.083642309,1,148.4055944,0,2,7.398601399,2693.902098,-11.77563695,0
Mo0.67Rh1.0,2,HCP,1.470422654,6.9455,0.12,5.599431335,1,146.8143713,0,3,7.796407186,2501.389222,-14.4142852,0
Mo1.0Pd1.0,2,HCP,2.5,10.46,0.04,5.762825659,0.5,146.5,0,6,8,2362.025,-15,0
Mo1.0Rh1.0,2,HCP,1.5,6.9455,0.12,5.762825659,1,148,0,3,7.5,2566.5,-15,0
Mo1.0Pd1.0Rh1.0Ru1.0,4,HCP,1.802775638,10.46,0.12,11.52565132,0.75,145.25,0,6,8.25,2392.0125,-8.75,0
Nb0.11Os1.0,2,HCP,0.597590052,97.32362,0.6,2.686244842,1.900900901,145.981982,0,3,20.31531532,3250.900901,-13.92744095,0
Nb0.25Os1.0,2,HCP,0.8,97.32362,0.6,4.160345749,1.8,148,0,3,18.6,3194.8,-24.96,0
Ni0.11Os1.0,2,HCP,0.597590052,131.5366,0.29,2.686244842,2,142.018018,0,2,20.81081081,3149.621622,0.357113871,0
Ni0.11Ru1.0,2,HCP,0.298795026,42.3766,0.29,2.686244842,1.099099099,143.8198198,0,2,8.198198198,2519.891892,0,0
Ni0.11Tc1.0,2,HCP,0.896385078,39.3066,0.01,2.686244842,2,144.7207207,0,3,7.297297297,2360.432432,0.357113871,0
Ni0.33Os1.0,2,HCP,0.863844007,131.5366,0.29,4.658007011,2,139.037594,0,2,19.02255639,2914.466165,0.746226468,0
Ni0.33Tc1.0,2,HCP,1.29576601,39.3066,0.01,4.658007011,2,141.2932331,0,3,7.744360902,2255.819549,0.746226468,0
Ni0.25Ru1.0,2,HCP,0.4,42.3766,0.29,4.160345749,1.2,141.6,0,2,8.4,2431.2,0,0
Ni0.43Ru1.0,2,HCP,0.458562135,42.3766,0.29,5.083642309,1.300699301,139.3846154,0,2,8.601398601,2342.685315,0,0
Ni0.67Tc1.0,2,HCP,1.470422654,39.3066,0.01,5.599431335,2,137.7724551,0,3,8.203592814,2148.359281,0.960952347,0
Os0.33Re1.0,2,HCP,0.431922003,4.023,0.3,4.658007011,2,149.2631579,0,1,21.2481203,3421.037594,-0.746226468,0
Os0.33Ru1.0,2,HCP,0.431922003,89.16,0,4.658007011,1.248120301,145.5037594,0,0,11.47368421,2780.43609,0,0
Os1.0Re1.0,2,HCP,0.5,4.023,0.3,5.762825659,2,147.5,0,1,21.5,3382.5,-1,0
Os1.0Ru1.0,2,HCP,0.5,89.16,0,5.762825659,1.5,145,0,0,15,2956.5,0,0
Os1.0Re0.33,2,HCP,0.431922003,4.023,0.3,4.658007011,2,145.7368421,0,1,21.7518797,3343.962406,-0.746226468,0
Os1.0Ru0.33,2,HCP,0.431922003,89.16,0,4.658007011,1.751879699,144.4962406,0,0,18.52631579,3132.56391,0,0
Os1.0V0.43,2,HCP,1.375686404,139.2885,0.57,5.083642309,2,146.7062937,0,3,16.88811189,2968.314685,-19.34568928,0
Os1.0W0.43,2,HCP,0.917124269,6.39,0.16,5.083642309,2,149.4125874,0,2,21.3986014,3422.972028,-8.41116925,0
Os1.0Rh0.18,2,HCP,0.719091642,87.3245,0.08,3.55085835,1.847457627,143.6949153,0,1,20.01694915,3142.932203,1.034185579,0
Os1.0Ta0.25,2,HCP,1.2,9.28212,0.7,4.160345749,2,149.2,0,3,21.4,3302.8,-24.32,0
Os1.0V0.25,2,HCP,1.2,139.2885,0.57,4.160345749,2,145.8,0,3,18.6,3081.4,-14.72,0
Os1.0W0.25,2,HCP,0.8,6.39,0.16,4.160345749,2,147.6,0,2,21.6,3383.8,-6.4,0
Os1.0Ti0.11,2,HCP,1.195180105,142.363,0.66,2.686244842,2,145.5855856,0,4,20.21621622,3170.72973,-14.6416687,0
Os1.0V0.11,2,HCP,0.896385078,139.2885,0.57,2.686244842,2,144.8918919,0,3,20.31531532,3194.711712,-8.213619024,0
Os1.0W0.11,2,HCP,0.597590052,6.39,0.16,2.686244842,2,145.7837838,0,2,21.8018018,3344.54955,-3.571138706,0
Pt0.18Ru1.0,2,HCP,0.719091642,94.014,0.08,3.55085835,1,144.4745763,0,2,10.44067797,2520.722034,-0.517092789,0
Pt0.11Re1.0,2,HCP,1.195180105,8.877,0.38,2.686244842,1.900900901,149.5135135,0,3,21.2972973,3318.517117,-1.428455483,0
Pt0.33Re1.0,2,HCP,1.727688014,8.877,0.38,4.658007011,1.751879699,147.2781955,0,3,21.7443609,3107.264662,-2.984905874,0
Pt0.54Re1.0,2,HCP,1.908693306,8.877,0.38,5.386205662,1.649350649,145.7402597,0,3,22.05194805,2961.919481,-3.643110137,0
Pu0.11Sc1.0,2,HCP,0.298795026,199.044088,0.08,2.686244842,2,171.6846847,0,1,3.495495495,1724.711712,0,0
Re0.33Ru1.0,2,HCP,0.863844007,85.137,0.3,4.658007011,1.248120301,147.2406015,0,1,11.22556391,2818.398496,-0.746226468,0
Re0.33Tc1.0,2,HCP,0,88.207,0,4.658007011,2,147.9924812,0,0,10.47368421,2685.315789,0,0
Re1.0Ru1.0,2,HCP,1,85.137,0.3,5.762825659,1.5,148.5,0,1,14.5,3033,-1,0
Re1.0Tc1.0,2,HCP,0,88.207,0,5.762825659,2,149,0,0,14,2944.5,0,0
Re1.0Ru0.33,2,HCP,0.863844007,85.137,0.3,4.658007011,1.751879699,149.7593985,0,1,17.77443609,3247.601504,-0.746226468,0
Re1.0Tc0.33,2,HCP,0,88.207,0,4.658007011,2,150.0075188,0,0,17.52631579,3203.684211,0,0
Re1.0W0.11,2,HCP,0.298795026,2.367,0.46,2.686244842,2,152.0900901,0,1,20.9009009,3482.387387,-1.428455483,0
Rh0.33Ru1.0,2,HCP,0.431922003,1.8355,0.08,4.658007011,1,145.0075188,0,1,8.248120301,2515.195489,0.746226468,0
Rh0.33Tc1.0,2,HCP,1.29576601,4.9055,0.38,4.658007011,1.751879699,145.7593985,0,2,7.496240602,2382.112782,0,0
Rh1.0Ru1.0,2,HCP,0.5,1.8355,0.08,5.762825659,1,144,0,1,8.5,2422,1,0
Rh1.0Tc1.0,2,HCP,1.5,4.9055,0.38,5.762825659,1.5,144.5,0,2,8,2333.5,0,0
Rh1.0W0.67,2,HCP,1.960563538,80.9345,0.08,5.599431335,1.401197605,150.0239521,0,3,13.41317365,2821.946108,-8.648571121,0
Ru1.0W0.43,2,HCP,1.375686404,82.77,0.16,5.083642309,1.300699301,150.8111888,0,2,11.60839161,2934.160839,-8.41116925,0
Ru1.0Ta0.18,2,HCP,1.438183284,79.87788,0.7,3.55085835,1.152542373,149.6610169,0,3,9.677966102,2711.186441,-20.16661879,0
Ru1.0V0.25,2,HCP,1.6,50.1285,0.57,4.160345749,1.2,147.4,0,3,7.4,2522.2,-16,0
Ru1.0W0.25,2,HCP,1.2,82.77,0.16,4.160345749,1.2,149.2,0,2,10.4,2824.6,-6.4,0
Ru1.0V0.11,2,HCP,1.195180105,50.1285,0.57,2.686244842,1.099099099,146.6936937,0,3,7.702702703,2564.981982,-8.927846766,0
Ru1.0W0.11,2,HCP,0.896385078,82.77,0.16,2.686244842,1.099099099,147.5855856,0,2,9.189189189,2714.81982,-3.571138706,0
Sc0.33Zr1.0,2,HCP,0.431922003,46.268088,0.03,4.658007011,2,173.7593985,0,1,3.751879699,2050.090226,2.984905874,0
Sc1.0Zr1.0,2,HCP,0.5,46.268088,0.03,5.762825659,2,172.5,0,1,3.5,1971,4,0
Sc1.0Zr0.33,2,HCP,0.431922003,46.268088,0.03,4.658007011,2,171.2406015,0,1,3.248120301,1891.909774,2.984905874,0
Tb0.33Tm1.0,2,HCP,0,10.00886,0.04,4.658007011,2,190.9924812,0,4,14.0075188,1771.105263,0,0
Tb1.0Tm1.0,2,HCP,0,10.00886,0.04,5.762825659,2,192,0,4,13,1723.5,0,0
Tb1.0Tm0.33,2,HCP,0,10.00886,0.04,4.658007011,2,193.0075188,0,4,11.9924812,1675.894737,0,0
Ag1.0As1.0,2,MP,0,32.9466,0.25,5.762825659,1.5,132,0.115384615,2,13,1162.465,-8,0
Ag1.0Be1.0,2,MP,5,98.856018,0.36,5.762825659,1.5,120.5,0,1,6.5,1397.465,6,0
Ag1.0Co1.0,2,MP,1.5,48.935005,0.05,5.762825659,1.5,135.5,0,2,10,1501.465,19,0
Ag1.0Cr1.0,2,MP,2.5,55.8721,0.27,5.762825659,1,142,0,5,8.5,1707.465,27,0
Ag1.0Cu1.0,2,MP,0,44.3222,0.03,5.762825659,1,138.5,0,0,11,1296.35,2,0
Ag1.0Fe1.0,2,MP,2,52.0232,0.1,5.762825659,1.5,138.5,0,3,9.5,1522.965,28,0
Ag1.0Ge1.0,2,MP,0,35.2282,0.08,5.762825659,1.5,132.5,0.08,3,12.5,1223.165,-17.5,0
Ag1.0Mn1.0,2,MP,2.5,52.930155,0.38,5.762825659,1.5,142,0,4,9,1376.965,13,0
Ag1.0Mo1.0,2,MP,2.5,11.9082,0.23,5.762825659,1,149.5,0,5,8.5,2065.465,37,0
Ag1.0Ni1.0,2,MP,1,49.1748,0.02,5.762825659,1.5,134.5,0,1,10.5,1481.465,15,0
Ag1.0Os1.0,2,MP,2,82.3618,0.27,5.762825659,1.5,144.5,0,3,16.5,2270.465,28,0
Ag1.0Pb1.0,2,MP,0,99.3318,0.4,5.762825659,1.5,145.5,0.051282051,3,19.5,917.77,3,0
Ag1.0Pt1.0,2,MP,0.5,87.2158,0.35,5.762825659,1,140.5,0,1,17.5,1638.165,-1,0
Ag1.0Re1.0,2,MP,2.5,78.3388,0.03,5.762825659,1.5,148,0,4,16,2346.965,38,0
Ag1.0Rh1.0,2,MP,1,4.9627,0.35,5.762825659,1,143.5,0,2,10,1735.965,10,0
Ag1.0Sb1.0,2,MP,0,13.8918,0.12,5.762825659,1.5,142,0.115384615,2,13,1069.355,-4,0
Ag1.0Si1.0,2,MP,5,79.7827,0.03,5.762825659,1.5,128,0.133333333,3,7.5,1460.965,-20,0
Ag1.0Sn1.0,2,MP,0,10.8418,0.03,5.762825659,1.5,142,0.08,3,12.5,870.005,-3,0
Ag1.0W1.0,2,MP,3,75.9718,0.43,5.762825659,1.5,153.5,0,5,15.5,2464.965,43,0
Al0.12Cr0.5Cu0.5Fe0.5Ni1.0,5,MP,2.300865171,36.5644614,0.3,12.11454235,1.618320611,129.778626,0.005249344,5,8.72519084,1723.053969,-0.268049647,0
Al0.13Co1.0Cr0.67Fe0.67Ni1.0Ti0.67,6,MP,2.239390987,31.9516564,0.37,13.960831,1.838164251,133.9371981,0.004133545,6,7.596618357,1833.765966,-16.9396252,0
Al0.15Co0.5Cr1.0Fe0.5Ni0.5,5,MP,1.826391704,31.9516564,0.3,12.25725746,1.622641509,131.3773585,0.007518797,4,7.528301887,1876.800189,-6.920612318,0
Al0.3Cr1.0Fe1.0Ni1.0V1.0,5,MP,2.233042583,31.7118614,0.3,12.82528552,1.76744186,135.8837209,0.010033445,5,6.953488372,1902.800233,-11.83342347,0
Al1.0V0.82,2,MP,1.492645902,23.9599614,0.02,5.722097717,2,135.4175824,0.14084507,2,3.901098901,1496.445055,-15.84349716,0
Al0.5B0.2Co1.0Cr1.0Cu1.0Fe1.0Ni1.0,7,MP,2.860241032,52.735,0.43,15.4452509,1.649122807,128.122807,0.015184382,5,8.087719298,1715.983333,-4.001231148,0
Al0.5B0.6Co1.0Cr1.0Cu1.0Fe1.0Ni1.0,7,MP,3.17626917,52.735,0.43,15.92421372,1.672131148,125.2295082,0.023255814,5,7.754098361,1757.427049,-8.008599839,0
Al0.5B1.0Co1.0Cr1.0Cu1.0Fe1.0Ni1.0,7,MP,3.388110084,52.735,0.43,16.00545758,1.692307692,122.6923077,0.030927835,5,7.461538462,1793.77,-11.0295858,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0Ti0.8,7,MP,2.894813391,36.5644614,0.37,15.99527969,1.682539683,133.5714286,0.01026694,7,7.73015873,1724.492857,-10.10833963,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0V0.6,7,MP,2.721015192,36.5644614,0.3,15.92421372,1.672131148,132.0163934,0.010309278,6,7.950819672,1741.197541,-4.074173609,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0V0.8,7,MP,2.735506022,36.5644614,0.3,15.99527969,1.682539683,132.6825397,0.01010101,6,7.857142857,1755.223016,-4.706475183,0
Al0.5Co1.0Cr1.0Cu1.0Fe1.0Ni1.0V1.0,7,MP,2.745625892,36.5644614,0.3,16.00545758,1.692307692,133.3076923,0.00990099,6,7.769230769,1768.385385,-5.25443787,0
Al0.5Co1.0Cr1.0Fe1.0Ni1.0Ti1.0,6,MP,2.538952735,31.9516564,0.37,14.69716888,1.818181818,134.8181818,0.012987013,6,7,1799.042727,-19.57024793,0
Al0.5Cr1.0Fe1.0Ni1.0Ti1.0V1.0,6,MP,2.459590774,31.7118614,0.37,14.69716888,1.818181818,139.7272727,0.014492754,6,6.272727273,1874.497273,-18.84297521,0
Al0.5Cr1.0Fe1.0Ni1.0V1.0,5,MP,2.424158248,31.7118614,0.3,13.14521344,1.777777778,135.2222222,0.016393443,5,6.777777778,1859.718889,-13.13580247,0
Al0.5Nb1.0Ti1.0V1.0Zr1.0,5,MP,1.165343165,65.9248414,0.3,13.14521344,1.777777778,158.3333333,0.025641026,3,4.333333333,2104.163333,-10.86419753,0
Al1.0Co0.85Cr0.85Fe0.85Ni0.85,5,MP,2.895832714,31.9516564,0.3,13.36215563,1.806818182,128.1477273,0.032206119,4,7.056818182,1658.504545,-13.12758264,0
Al0.65Cr0.5Cu0.5Fe0.5Ni1.0,5,MP,3.373529373,36.5644614,0.3,13.02275239,1.682539683,128.3015873,0.026584867,5,7.761904762,1590.203333,-7.236079617,0
Al0.75Cr0.5Cu0.5Fe0.5Ni1.0,5,MP,3.472631797,36.5644614,0.3,13.01105458,1.692307692,128.0769231,0.03030303,5,7.615384615,1569.996154,-8.047337278,0
Al1.0Cr0.67Fe1.0Mn0.67Ni0.33,5,MP,2.687203904,31.7118614,0.36,12.85430939,1.817438692,130.8392371,0.043459365,4,6.269754768,1578.485014,-12.30648383,0
Al1.0Cr0.67Fe0.67Mn0.67Ti0.67,5,MP,2.376131459,28.8634614,0.29,13.25721252,1.817934783,136.6576087,0.050632911,4,5.366847826,1610.228261,-17.96310846,0
Al1.0Nb0.67Ti0.67V0.67Zr0.67,5,MP,1.41324988,65.9248414,0.3,13.25721252,1.817934783,151.5869565,0.066401062,3,4.092391304,1892.611413,-21.50546432,0
Al1.0Au1.0Co1.0Cr1.0Cu1.0Ni1.0,6,MP,3.448026811,169.9850304,0.93,14.89668823,1.5,129.6666667,0.015625,5,10.66666667,1550.761667,-6.444444444,0
Al1.0Co0.5Cr1.0Fe1.0Mo0.5Ni1.0,6,MP,2.720294102,68.9784614,0.55,14.53343194,1.7,131.2,0.028985507,4,6.9,1796.894,-11.72,0
Al0.67Co1.0Cr0.67Fe0.67Mo0.33Ni0.67,6,MP,2.595261258,68.9784614,0.55,14.53020037,1.750623441,130.3092269,0.023047816,4,7.249376559,1790.731895,-11.09871207,0
Al1.0Co1.0Cr0.5Fe1.0Mo0.5Ni1.0,6,MP,2.785677655,68.9784614,0.55,14.53343194,1.8,129.9,0.027777778,4,7.2,1755.694,-12.08,0
Al0.67Co0.67Cr1.0Fe0.67Mo0.33Ni0.67,6,MP,2.547212787,68.9784614,0.55,14.53020037,1.668329177,131.3790524,0.023860399,4,7.002493766,1824.637132,-10.85326584,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mn1.0Ni1.0,7,MP,2.899683304,36.5644614,0.36,16.17829698,1.714285714,130.4285714,0.018518519,5,7.714285714,1613.891429,-5.632653061,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mn1.0Ni1.0Ti1.0V1.0,9,MP,2.922876986,36.5644614,0.37,18.26772514,1.777777778,136.2222222,0.015873016,7,7,1713.471111,-12.74074074,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mo0.4Ni1.0,7,MP,3.020114857,68.9784614,0.55,15.90938906,1.625,130.5625,0.020242915,5,7.71875,1708.85,-4.19921875,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mo0.6Ni1.0,7,MP,2.978342394,68.9784614,0.55,16.07518836,1.606060606,131.2727273,0.019762846,5,7.666666667,1744.824242,-3.948576676,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mo0.8Ni1.0,7,MP,2.938233822,68.9784614,0.55,16.15555524,1.588235294,131.9411765,0.019305019,5,7.617647059,1778.682353,-3.719723183,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mo1.0Ni1.0,7,MP,2.899683304,68.9784614,0.55,16.17829698,1.571428571,132.5714286,0.018867925,5,7.571428571,1810.605714,-3.510204082,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Ni1.0,6,MP,3.109126351,36.5644614,0.3,14.89668823,1.666666667,129,0.021276596,5,7.833333333,1629.706667,-4.777777778,0
Al1.0Co1.0Cr1.0Fe0.6Mo0.5Ni1.0,6,MP,2.74859721,68.9784614,0.55,14.61013631,1.705882353,130.627451,0.027932961,4,7.019607843,1792.954902,-12.3183391,0
Al0.67Co0.67Cr0.67Fe1.0Mo0.33Ni0.67,6,MP,2.556621809,68.9784614,0.55,14.53020037,1.750623441,130.8029925,0.023312457,4,7.167082294,1794.270549,-10.522447,0
Al1.0Co1.0Cr1.0Fe1.0Mo0.2Ni1.0,6,MP,2.73185244,68.9784614,0.55,14.22159654,1.769230769,129.3846154,0.02688172,4,7.153846154,1730.705769,-11.95266272,0
Al1.0Co1.0Cr1.0Fe1.0Mo0.3Ni1.0,6,MP,2.706084017,68.9784614,0.55,14.43190865,1.754716981,129.8490566,0.026455026,4,7.132075472,1752.692453,-11.77643289,0
Al1.0Co1.0Cr1.0Fe1.0Mo0.4Ni1.0,6,MP,2.68103127,68.9784614,0.55,14.58502024,1.740740741,130.2962963,0.026041667,4,7.111111111,1773.864815,-11.60493827,0
Al1.0Co1.0Cr1.0Fe1.0Mo0.5Ni1.0,6,MP,2.656661672,68.9784614,0.55,14.69716888,1.727272727,130.7272727,0.025641026,4,7.090909091,1794.267273,-11.43801653,0
Al1.0Co1.0Cr1.0Fe1.0Nb0.25Ni1.0,6,MP,2.730527845,65.9248414,0.31,14.33534877,1.761904762,130.0952381,0.026845638,5,7.095238095,1734.851429,-14.65759637,0
Al1.0Co1.0Cr1.0Fe1.0Nb0.5Ni1.0,6,MP,2.678349066,65.9248414,0.31,14.69716888,1.727272727,131.6363636,0.025974026,5,7,1780.994545,-16.52892562,0
Al1.0Co1.0Cr1.0Fe1.0Nb0.75Ni1.0,6,MP,2.62890721,65.9248414,0.31,14.85482004,1.695652174,133.0434783,0.025157233,5,6.913043478,1823.125217,-18.02646503,0
Al1.0Co1.0Cr1.0Fe1.0Ni1.0,5,MP,2.785677655,31.9516564,0.3,13.3808668,1.8,128.4,0.027777778,4,7.2,1684.094,-12.32,0
Al1.0Co1.0Cr1.0Fe1.0Ni1.0Si0.8,6,MP,3.147201161,31.9516564,0.3,14.87072252,1.827586207,126,0.066326531,4,6.75862069,1684.494828,-25.23186683,0
Al1.0Co1.0Cr1.0Fe1.0Ni1.0Si1.0,6,MP,3.197221016,31.9516564,0.3,14.89668823,1.833333333,125.5,0.075,4,6.666666667,1684.578333,-27.33333333,0
Al0.67Co0.67Cr0.67Fe0.67Ni0.67Ti1.0,6,MP,2.790870873,31.9516564,0.37,14.78719396,1.845977011,135.6643678,0.023826458,6,6.464367816,1743.152851,-23.87745805,0
Al0.5Co0.5Cr0.5Fe1.0Mo0.25Ni0.5,6,MP,2.461538462,68.9784614,0.55,14.23228045,1.769230769,130.9230769,0.021276596,4,7.230769231,1796.841538,-9.704142012,0
Al0.5Co0.5Cr1.0Fe0.5Mo0.25Ni0.5,6,MP,2.444653628,68.9784614,0.55,14.23228045,1.615384615,132,0.022222222,4,6.923076923,1853.610769,-10.27218935,0
Al1.0Co1.0Cu1.0Fe1.0Ni1.0,5,MP,3.370459909,36.5644614,0.3,13.3808668,1.8,127,0.024390244,4,8.2,1519.648,-5.28,0
Al1.0Co1.0Fe1.0Mn1.0Ni1.0,5,MP,2.785677655,31.9516564,0.36,13.3808668,2,128.4,0.027027027,3,7.4,1551.894,-13.92,0
Al1.0Co1.0Fe1.0Mo0.5Ni1.0,5,MP,2.93552107,68.9784614,0.55,13.14521344,1.888888889,128.8888889,0.03030303,4,7.333333333,1708.548889,-12.74074074,0
Al0.5Co1.0Cr0.5Fe0.5Mo0.25Ni0.5,6,MP,2.530289877,68.9784614,0.55,14.23228045,1.769230769,130,0.020833333,4,7.384615385,1790.226154,-10.69822485,0
Al0.67Cr1.0Nb0.67Ti0.67V0.67,5,MP,1.757744728,65.9248414,0.12,13.25721252,1.546195652,146.6467391,0.03852789,3,4.725543478,2013.860027,-13.76373464,0
Al1.0Cr1.0Fe1.0Mn1.0Ti0.25,5,MP,2.323343254,28.8634614,0.29,12.70766391,1.764705882,134.3529412,0.04,4,5.882352941,1630.287059,-12.06920415,0
Al1.0Cr1.0Mo1.0Nb1.0Ti1.0,5,MP,1.939071943,68.9784614,0.62,13.3808668,1.4,147.6,0.041666667,3,4.8,2140.094,-13.6,0
Al1.0Cr1.0Nb1.0Ti1.0V1.0,5,MP,1.720465053,65.9248414,0.12,13.3808668,1.6,147.4,0.043478261,3,4.6,1997.494,-14.56,0
Al1.0Fe1.0Mg1.0Ti1.0Zn1.0,5,MP,3.878143886,41.075,0.52,13.3808668,2,135.2,0.034482759,8,5.8,1260.23,-6.4,0
Al1.0Li0.5Mg1.0Sn0.2Zn0.5,5,MP,4.133986424,111.769,0.98,12.30762303,1.84375,129.625,0.097902098,5,4.46875,790.8346875,-3.88671875,0
Al1.0Li1.0Mg1.0Sn1.0Zn1.0,5,MP,4.898979486,111.769,0.98,13.3808668,1.8,130.2,0.09375,5,6.4,701.584,-6.08,0
Al1.0Nb1.0Ti1.0V1.0Zr1.0,5,MP,1.326649916,65.9248414,0.3,13.3808668,1.8,154.6,0.047619048,3,4.2,1987.094,-17.44,0
Al1.0Ti1.0V1.0Y1.0Zr1.0,5,MP,1.019803903,64.2424614,0.41,13.3808668,2,159.8,0.052631579,4,3.8,1796.894,-14.88,0
Al1.0Co0.43Cr0.43Cu0.43Fe0.43Ni0.43,6,MP,3.640462954,36.5644614,0.3,14.32872603,1.726984127,127.552381,0.045620438,5,6.958730159,1503.720984,-9.429881582,0
Al1.0Co0.4Cr0.4Cu0.4Fe0.4Ni0.4,6,MP,3.673327284,36.5644614,0.3,14.21255666,1.733333333,127.4,0.048543689,5,6.866666667,1490.459333,-9.777777778,0
Al1.0Co0.5Cr0.5Cu0.5Fe0.5Mn0.5Ni0.5Ti0.5V0.5,9,MP,3.168595904,36.5644614,0.37,17.99112733,1.8,134.7,0.03030303,7,6.6,1635.471,-15.44,0
Al1.0Co0.5Cr0.5Cu0.5Fe0.5Ni0.5,6,MP,3.562846832,36.5644614,0.3,14.53177536,1.714285714,127.8571429,0.04,5,7.142857143,1530.244286,-8.653061224,0
Al1.0Co0.5Cr0.5Fe0.5Ni0.5,5,MP,3.197221016,31.9516564,0.3,12.97574634,1.833333333,127.1666667,0.051282051,4,6.5,1558.99,-15.44444444,0
Al1.0Cr0.5Cu0.5Fe0.5Ni1.0,5,MP,3.653346244,36.5644614,0.3,12.88525375,1.714285714,127.5714286,0.039215686,5,7.285714286,1524.53,-9.632653061,0
Al1.0Cr0.5Fe0.5Mn0.5Ti0.12,5,MP,2.58923826,28.8634614,0.29,12.11454235,1.809160305,131.7557252,0.071530758,4,5.335877863,1496.71374,-14.72524911,0
Al1.0Cr0.5Fe0.5Mn0.5Ti0.5,5,MP,2.449489743,28.8634614,0.29,12.97574634,1.833333333,135.3333333,0.064516129,4,5.166666667,1552.99,-19,0
Al1.0Cr0.33Cu0.33Fe0.33Ni0.67,5,MP,3.840157018,36.5644614,0.3,12.40299853,1.751879699,126.7180451,0.055710306,5,6.748120301,1449.745902,-11.58454407,0
Al0.12Cr0.04Fe0.04Mn0.04Ti1.0,5,MP,1.211289249,28.8634614,0.29,6.084204202,1.967741935,153.9677419,0.023076923,4,4.193548387,1833.400323,-13.19042664,0
Al1.0Co0.19Cr0.19Cu0.19Fe0.19Mn0.19Ni0.19Ti0.19V0.19,9,MP,3.390431231,36.5644614,0.37,16.01251282,1.849206349,131.3293651,0.069444444,7,5.714285714,1462.756468,-18.27475435,0
Al1.0Cr0.25Fe0.25Mn0.25Ti0.06,5,MP,2.613382311,28.8634614,0.29,10.48412397,1.861878453,128.7845304,0.11778563,4,4.690607735,1341.121547,-14.91712707,0
